CCN,Facility Name,Address,City,State,ZIP Code,County/Parish,Telephone Number,Hospital Type,Hospital Ownership,Emergency Services,Meets criteria for birthing friendly designation,Hospital_overall_rating,Hospital overall rating footnote,MORT Group Measure Count,Count of Facility MORT Measures,Count of MORT Measures Better,Count of MORT Measures No Different,Count of MORT Measures Worse,MORT Group Footnote,Safety Group Measure Count,Count of Facility Safety Measures,Count of Safety Measures Better,Count of Safety Measures No Different,Count of Safety Measures Worse,Safety Group Footnote,READM Group Measure Count,Count of Facility READM Measures,Count of READM Measures Better,Count of READM Measures No Different,Count of READM Measures Worse,READM Group Footnote,Pt Exp Group Measure Count,Count of Facility Pt Exp Measures,Pt Exp Group Footnote,TE Group Measure Count,Count of Facility TE Measures,TE Group Footnote,MSPB_Ratio,Total_Performance_Score,Domain_Clinical_Score,Domain_Safety_Score,Domain_Engagement_Score,Domain_Efficiency_Score,HCAHPS_H_CLEAN_HSP_A_P,HCAHPS_H_CLEAN_HSP_SN_P,HCAHPS_H_CLEAN_HSP_U_P,HCAHPS_H_CLEAN_LINEAR_SCORE,HCAHPS_H_CLEAN_STAR_RATING,HCAHPS_H_COMP_1_A_P,HCAHPS_H_COMP_1_LINEAR_SCORE,HCAHPS_H_COMP_1_SN_P,HCAHPS_H_COMP_1_STAR_RATING,HCAHPS_H_COMP_1_U_P,HCAHPS_H_COMP_2_A_P,HCAHPS_H_COMP_2_LINEAR_SCORE,HCAHPS_H_COMP_2_SN_P,HCAHPS_H_COMP_2_STAR_RATING,HCAHPS_H_COMP_2_U_P,HCAHPS_H_COMP_5_A_P,HCAHPS_H_COMP_5_LINEAR_SCORE,HCAHPS_H_COMP_5_SN_P,HCAHPS_H_COMP_5_STAR_RATING,HCAHPS_H_COMP_5_U_P,HCAHPS_H_COMP_6_LINEAR_SCORE,HCAHPS_H_COMP_6_N_P,HCAHPS_H_COMP_6_STAR_RATING,HCAHPS_H_COMP_6_Y_P,HCAHPS_H_DISCH_HELP_N_P,HCAHPS_H_DISCH_HELP_Y_P,HCAHPS_H_DOCTOR_EXPLAIN_A_P,HCAHPS_H_DOCTOR_EXPLAIN_SN_P,HCAHPS_H_DOCTOR_EXPLAIN_U_P,HCAHPS_H_DOCTOR_LISTEN_A_P,HCAHPS_H_DOCTOR_LISTEN_SN_P,HCAHPS_H_DOCTOR_LISTEN_U_P,HCAHPS_H_DOCTOR_RESPECT_A_P,HCAHPS_H_DOCTOR_RESPECT_SN_P,HCAHPS_H_DOCTOR_RESPECT_U_P,HCAHPS_H_HSP_RATING_0_6,HCAHPS_H_HSP_RATING_7_8,HCAHPS_H_HSP_RATING_9_10,HCAHPS_H_HSP_RATING_LINEAR_SCORE,HCAHPS_H_HSP_RATING_STAR_RATING,HCAHPS_H_MED_FOR_A_P,HCAHPS_H_MED_FOR_SN_P,HCAHPS_H_MED_FOR_U_P,HCAHPS_H_NURSE_EXPLAIN_A_P,HCAHPS_H_NURSE_EXPLAIN_SN_P,HCAHPS_H_NURSE_EXPLAIN_U_P,HCAHPS_H_NURSE_LISTEN_A_P,HCAHPS_H_NURSE_LISTEN_SN_P,HCAHPS_H_NURSE_LISTEN_U_P,HCAHPS_H_NURSE_RESPECT_A_P,HCAHPS_H_NURSE_RESPECT_SN_P,HCAHPS_H_NURSE_RESPECT_U_P,HCAHPS_H_QUIET_HSP_A_P,HCAHPS_H_QUIET_HSP_SN_P,HCAHPS_H_QUIET_HSP_U_P,HCAHPS_H_QUIET_LINEAR_SCORE,HCAHPS_H_QUIET_STAR_RATING,HCAHPS_H_RECMND_DN,HCAHPS_H_RECMND_DY,HCAHPS_H_RECMND_LINEAR_SCORE,HCAHPS_H_RECMND_PY,HCAHPS_H_RECMND_STAR_RATING,HCAHPS_H_SIDE_EFFECTS_A_P,HCAHPS_H_SIDE_EFFECTS_SN_P,HCAHPS_H_SIDE_EFFECTS_U_P,HCAHPS_H_STAR_RATING,HCAHPS_H_SYMPTOMS_N_P,HCAHPS_H_SYMPTOMS_Y_P,Readmission_EDAC_30_AMI,Readmission_EDAC_30_HF,Readmission_EDAC_30_PN,Readmission_READM_30_AMI,Readmission_READM_30_CABG,Readmission_READM_30_COPD,Readmission_READM_30_HF,Readmission_READM_30_HIP_KNEE,Readmission_READM_30_PN,Payment_Adjustment_Percent,Cluster_Label
111306,EFFINGHAM HEALTH SYSTEM,459 GA HIGHWAY 119 SOUTH,SPRINGFIELD,GA,31329,EFFINGHAM,(912) 754-0160,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,,16,8,1,0,1,0,,8,,,,,5,11,6,1,5,0,,15,5,,10,8,,,,,,,,58,9,33,,,80,,5,,15,80,,6,,14,57,,26,,17,,16,,84,,,,,,,,,,,,15,16,69,,,,,,,,,,,,,,,58,5,37,,,7,73,,20,,,,,,,,,,-45.9,,,,,,15.8,,Cost Efficient / Lower Quality
111308,CLINCH MEMORIAL HOSPITAL,1050 VALDOSTA HIGHWAY,HOMERVILLE,GA,31634,CLINCH,(912) 487-5211,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,,16,8,,,,,5,8,,,,,5,11,,,,,5,15,,5,10,3,,,,,,,,85,3,12,,,89,,1,,10,83,,8,,9,76,,15,,9,,3,,97,,,,,,,,,,,,4,14,82,,,,,,,,,,,,,,,81,4,15,,,1,79,,20,,,,,,,,,,,,,,,,,,Average Performers
111310,ATRIUM HEALTH NAVICENT PEACH,1960 HIGHWAY 247 CONNECTOR,BYRON,GA,31008,PEACH,(478) 654-2000,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,1,,8,4,0,4,0,,8,1,0,1,0,,11,4,0,4,0,,15,10,,10,6,,,,,,,,75,7,18,,,81,,3,,16,78,,5,,17,63,,24,,13,,18,,82,15,85,73,6,21,74,5,21,87,3,10,5,21,74,,,78,12,10,76,7,17,81,2,17,88,1,11,73,4,23,,,3,74,,23,,49,36,15,,22,78,,10.9,-0.7,,,19.3,20.4,,16,,Average Performers
111311,JENKINS COUNTY MEDICAL CENTER,931 EAST WINTHROPE AVENUE,MILLEN,GA,30442,JENKINS,(478) 982-4221,Critical Access Hospitals,Proprietary,Yes,,,16,8,,,,,5,8,,,,,5,11,,,,,5,15,,5,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Average Performers
111312,OPTIM MEDICAL CENTER - SCREVEN,215 MIMS ROAD,SYLVANIA,GA,30467,SCREVEN,(912) 564-7426,Critical Access Hospitals,Proprietary,Yes,,,16,8,,,,,5,8,,,,,5,11,1,0,1,0,,15,5,,10,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Average Performers
111313,PUTNAM GENERAL HOSPITAL,101 LAKE OCONEE PARKWAY,EATONTON,GA,31024,PUTNAM,(706) 485-2711,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,,16,8,2,0,2,0,,8,,,,,5,11,4,0,3,1,,15,,5,10,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.3,,,,,,16.1,,Low Value
111314,LIFEBRITE COMMUNITY HOSPITAL OF EARLY,11740 COLUMBIA STREET,BLAKELY,GA,39823,EARLY,(229) 723-4241,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,16,8,,,,,5,8,,,,,5,11,,,,,5,15,,5,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Average Performers
111316,WARM SPRINGS MEDICAL CENTER,5995 SPRING STREET,WARM SPRINGS,GA,31830,MERIWETHER,(706) 655-9351,Critical Access Hospitals,Voluntary non-profit - Other,No,,,16,8,,,,,5,8,,,,,5,11,,,,,5,15,,5,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Average Performers
111318,MONROE COUNTY HOSPITAL,88 MARTIN LUTHER KING JR DRIVE,FORSYTH,GA,31029,MONROE,(478) 994-2521,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,,16,8,,,,,5,8,,,,,5,11,1,0,1,0,,15,,5,10,5,,,,,,,,73,14,13,,,86,,6,,8,89,,10,,1,47,,34,,19,,27,,73,,,,,,,,,,,,12,11,77,,,,,,,,,,,,,,,60,12,28,,,13,72,,15,,,,,,,,,,,,,,,,,,Average Performers
111319,WELLSTAR SYLVAN GROVE MEDICAL CENTER,1050 MCDONOUGH ROAD,JACKSON,GA,30233,BUTTS,(770) 775-7861,Critical Access Hospitals,Government - Hospital District or Authority,No,,,16,8,,,,,5,8,1,0,1,0,,11,,,,,5,15,,5,10,4,,,,,,,,83,5,12,,,82,,6,,12,74,,13,,13,60,,24,,16,,11,,89,3,97,66,15,19,79,12,9,77,13,10,9,12,79,,,70,9,21,83,3,14,79,9,12,84,6,10,53,15,32,,,6,76,,18,,50,38,12,,19,81,,,,,,,,,,,Average Performers
111320,HIGGINS GENERAL HOSPITAL,200 ALLEN MEMORIAL DRIVE,BREMEN,GA,30110,HARALSON,(770) 812-2000,Critical Access Hospitals,Government - Hospital District or Authority,No,,,16,8,,,,,5,8,1,0,1,0,,11,2,0,2,0,,15,15,,10,7,,,,,,,,90,4,6,,,93,,0,,7,87,,3,,10,77,,9,,14,,3,,97,2,98,83,5,12,86,3,11,91,1,8,3,12,85,,,92,2,6,92,0,8,91,0,9,95,0,5,79,5,16,,,1,86,,13,,61,17,22,,5,95,,,,,,,,,,,Average Performers
111323,OPTIM MEDICAL CENTER - TATTNALL,247 S MAIN STREET,REIDSVILLE,GA,30453,TATTNALL,(912) 557-1000,Critical Access Hospitals,Proprietary,Yes,,,16,8,1,0,1,0,,8,1,0,1,0,,11,3,1,2,0,,15,15,,10,4,,,,,,,,78,6,16,,,85,,2,,13,86,,4,,10,69,,17,,14,,8,,92,8,92,80,5,15,86,3,11,91,3,6,5,11,84,,,81,7,12,83,4,13,82,3,15,89,1,10,79,1,20,,,3,86,,11,,58,27,15,,9,91,,,,,,,,4.6,,,Average Performers
111324,CHATUGE REGIONAL HOSPITAL,110 S MAIN STREET,HIAWASSEE,GA,30546,TOWNS,(706) 896-2222,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,,16,8,2,0,1,1,,8,,,,,5,11,2,0,1,1,,15,,5,10,3,,,,,,,,73,13,14,,,75,,4,,21,80,,5,,15,55,,35,,10,,13,,87,,,,,,,,,,,,7,25,68,,,,,,,,,,,,,,,61,9,30,,,2,70,,28,,,,,,,,,,50.6,,,,,,16.8,,Low Value
111325,WILLS MEMORIAL HOSPITAL,120 GORDON STREET,WASHINGTON,GA,30673,WILKES,(706) 678-9212,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,,16,8,1,0,1,0,,8,,,,,5,11,1,0,1,0,,15,,5,10,4,,,,,,,,79,9,12,,,86,,3,,11,85,,3,,12,56,,19,,25,,13,,87,,,,,,,,,,,,3,11,86,,,,,,,,,,,,,,,82,3,15,,,3,77,,20,,,,,,,,,,,,,,,,,,Average Performers
111326,SGMC HEALTH LANIER,116 WEST THIGPEN AVENUE,LAKELAND,GA,31635,LANIER,(229) 482-8402,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,,16,8,,,,,5,8,1,0,1,0,,11,,,,,5,15,,5,10,5,,,,,,,,77,8,15,,,81,,4,,15,75,,4,,21,67,,10,,23,,11,,89,16,84,69,3,28,76,5,19,79,5,16,2,18,80,,,75,4,21,75,6,19,78,4,18,90,1,9,72,8,20,,,2,80,,18,,58,17,25,,6,94,,,,,,,,,,,Average Performers
111327,BACON COUNTY HOSPITAL,302 SOUTH WAYNE STREET,ALMA,GA,31510,BACON,(912) 632-8961,Critical Access Hospitals,Voluntary non-profit - Other,No,,,16,8,2,0,2,0,,8,,,,,5,11,3,0,2,1,,15,10,,10,7,,,,,,,,70,7,23,,,77,,3,,20,80,,3,,17,59,,19,,22,,14,,86,18,82,75,4,21,77,4,19,87,3,10,6,19,75,,,72,9,19,71,5,24,77,5,18,82,1,17,63,7,30,,,4,77,,19,,46,28,26,,11,89,,,45.9,,,,,,16.4,,Low Value
111328,PHOEBE WORTH MEDICAL CENTER,807 SOUTH ISABELLA STREET,SYLVESTER,GA,31791,WORTH,(229) 777-3851,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,16,8,,,,,5,8,,,,,5,11,1,0,1,0,,15,,5,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Average Performers
111329,ST MARYS GOOD SAMARITAN HOSPITAL,5401 LAKE OCONEE PARKWAY,GREENSBORO,GA,30642,GREENE,(706) 453-7331,Critical Access Hospitals,Proprietary,Yes,,4,,8,5,0,5,0,,8,2,0,2,0,,11,6,0,5,1,,15,10,,10,7,,,,,,,,85,7,8,,,88,,1,,11,94,,1,,5,70,,13,,17,,15,,85,17,83,90,1,9,93,0,7,98,1,1,3,10,87,,,85,4,11,82,2,16,88,1,11,95,1,4,73,4,23,,,2,87,,11,,55,21,24,,13,87,,43.2,-1.6,,,18.4,21.9,,16.3,,Low Value
111330,ATRIUM HEALTH FLOYD POLK MEDICAL CENTER,2360 ROCKMART HIGHWAY,CEDARTOWN,GA,30125,POLK,(770) 748-2500,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,16,8,,,,,5,8,1,0,1,0,,11,1,0,1,0,,15,,5,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Average Performers
111331,ARCHBOLD MITCHELL,90  E STEPHENS STREET,CAMILLA,GA,31730,MITCHELL,(229) 336-5284,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,,16,8,,,,,5,8,1,0,1,0,,11,,,,,5,15,,5,10,4,,,,,,,,91,3,6,,,82,,3,,15,86,,4,,10,74,,11,,15,,14,,86,,,,,,,,,,,,7,18,75,,,,,,,,,,,,,,,74,3,23,,,3,75,,22,,,,,,,,,,,,,,,,,,Average Performers
111332,ARCHBOLD BROOKS,903 N COURT STREET,QUITMAN,GA,31643,BROOKS,(912) 263-4171,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,,16,8,,,,,5,8,1,0,1,0,,11,,,,,5,15,,5,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Average Performers
111333,JEFF DAVIS HOSPITAL,163 SOUTH TALLAHASSEE STREET,HAZLEHURST,GA,31539,JEFF DAVIS,(912) 375-7781,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,,16,8,2,0,2,0,,8,1,0,1,0,,11,3,0,3,0,,15,,5,10,7,,,,,,,,91,1,8,,,82,,2,,16,84,,3,,13,69,,10,,21,,12,,88,,,,,,,,,,,,4,16,80,,,,,,,,,,,,,,,82,1,17,,,5,72,,23,,,,,,,,,,13.2,,,,,,15.7,,Average Performers
111334,CANDLER COUNTY HOSPITAL,400 CEDAR STREET,METTER,GA,30439,CANDLER,(912) 685-5741,Critical Access Hospitals,Proprietary,Yes,,,16,8,1,0,1,0,,8,,,,,5,11,2,0,2,0,,15,,5,10,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Average Performers
111335,LIBERTY REGIONAL MEDICAL CENTER,462 E G MILES PARKWAY,HINESVILLE,GA,31313,LIBERTY,(912) 369-9400,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,,16,8,2,0,2,0,,8,,,,,5,11,3,1,2,0,,15,,5,10,6,,,,,,,,73,13,14,,,76,,7,,17,78,,6,,16,48,,31,,21,,20,,80,16,84,74,9,17,75,3,22,83,5,12,8,24,68,,,69,12,19,75,5,20,72,10,18,82,6,12,63,10,27,,,12,62,,26,,27,50,23,,24,76,,,-40.7,,,,,,15.5,,Cost Efficient / Lower Quality
111336,MOUNTAIN LAKES MEDICAL CENTER,162 LEGACY POINT,CLAYTON,GA,30525,RABUN,(706) 782-3100,Critical Access Hospitals,Proprietary,Yes,,,16,8,1,0,1,0,,8,,,,,5,11,2,0,2,0,,15,,5,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Average Performers
111337,ELBERT MEMORIAL HOSPITAL,4 MEDICAL DRIVE,ELBERTON,GA,30635,ELBERT,(706) 213-2535,Critical Access Hospitals,Government - Hospital District or Authority,No,,,16,8,2,0,2,0,,8,,,,,5,11,3,0,3,0,,15,,5,10,5,,,,,,,,61,12,27,,,75,,4,,21,81,,4,,15,58,,28,,14,,14,,86,23,77,76,7,17,77,2,21,89,3,8,10,22,68,,,72,17,11,67,6,27,77,4,19,82,4,14,64,7,29,,,6,72,,22,,43,39,18,,6,94,,,2.5,,,,,,16,,Average Performers
111338,BLUE RIDGE MEDICAL CENTER,2855 OLD HIGHWAY 5 NORTH,BLUE RIDGE,GA,30513,FANNIN,(706) 632-3711,Critical Access Hospitals,Voluntary non-profit - Other,Yes,,,19,,,,,,19,,,,,,19,,,,,,19,,,19,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Average Performers
113300,ATHUR M BLANK HOSPITAL,2220 NORTH DRUID HILLS ROAD NE,ATLANTA,GA,30329,DE KALB,(404) 785-4577,Childrens,Voluntary non-profit - Private,Yes,,,19,,,,,,19,,,,,,19,,,,,,19,,,19,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Average Performers
113301,CHILDREN'S HEALTHCARE OF ATLANTA AT SCOTTISH RITE,1001 JOHNSON FERRY ROAD,ATLANTA,GA,30342,FULTON,(404) 785-5252,Childrens,Voluntary non-profit - Other,Yes,,,19,,,,,,19,,,,,,19,,,,,,19,,,19,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Average Performers
114004,SUMMITRIDGE CENTER- PSYCHIATRY & ADDICTIVE MED,250 SCENIC HIGHWAY,LAWRENCEVILLE,GA,30046,GWINNETT,(678) 442-5800,Psychiatric,Proprietary,No,,,19,,,,,,19,,,,,,19,,,,,,19,,,19,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Average Performers
114008,COASTAL HARBOR TREATMENT CENTER,1150 CORNELL AVE,SAVANNAH,GA,31406,CHATHAM,(912) 354-3911,Psychiatric,Proprietary,No,,,19,,,,,,19,,,,,,19,,,,,,19,,,19,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Average Performers
114010,PEACHFORD BEHAVIORAL HEALTH SYSTEM OF ATLANTA,2151 PEACHFORD ROAD,ATLANTA,GA,30338,DE KALB,(770) 455-3200,Psychiatric,Proprietary,Yes,,,19,,,,,,19,,,,,,19,,,,,,19,,,19,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Average Performers
114012,RIDGEVIEW INSTITUTE,"3995 S COBB DRIVE, SE",SMYRNA,GA,30080,COBB,(770) 434-4567,Psychiatric,Proprietary,No,,,19,,,,,,19,,,,,,19,,,,,,19,,,19,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Average Performers
114013,WEST CENTRAL GEORGIA REGIONAL HOSPITAL,3000 SCHATULGA RD BOX 12435,COLUMBUS,GA,31917,MUSCOGEE,(706) 568-5203,Psychiatric,Government - State,No,,,19,,,,,,19,,,,,,19,,,,,,19,,,19,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Average Performers
114016,ST SIMONS-BY-THE-SEA,2927 DEMERE ROAD,SAINT SIMONS ISLAND,GA,31522,GLYNN,(912) 638-1999,Psychiatric,Government - Federal,No,,,19,,,,,,19,,,,,,19,,,,,,19,,,19,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Average Performers
114019,GEORGIA REGIONAL HOSPITAL ATLANTA,3073 PANTHERSVILLE ROAD,DECATUR,GA,30034,DE KALB,(404) 243-2100,Psychiatric,Government - State,No,,,19,,,,,,19,,,,,,19,,,,,,19,,,19,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Average Performers
114028,GEORGIA REGIONAL HOSP SAVANNAH,1915 EISENHOWER DRIVE,SAVANNAH,GA,31416,CHATHAM,(912) 356-2045,Psychiatric,Government - State,Yes,,,19,,,,,,19,,,,,,19,,,,,,19,,,19,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Average Performers
114029,EAST CENTRAL REGIONAL HOSPITAL,3405 MIKE PADGETT HWY,AUGUSTA,GA,30906,RICHMOND,(706) 792-7006,Psychiatric,Government - State,No,,,19,,,,,,19,,,,,,19,,,,,,19,,,19,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Average Performers
114032,SO CRESCENT BEH HLTH SYS - ANCHOR HOSPITAL CAMPUS,5454 YORKTOWNE DRIVE,COLLEGE PARK,GA,30349,FULTON,(770) 991-6044,Psychiatric,Government - Hospital District or Authority,No,,,19,,,,,,19,,,,,,19,,,,,,19,,,19,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Average Performers
114035,RIVERWOODS BEHAVIORAL HEALTH SYSTEM,223 MEDICAL CENTER DRIVE,RIVERDALE,GA,30274,CLAYTON,(770) 991-8500,Psychiatric,Proprietary,No,,,19,,,,,,19,,,,,,19,,,,,,19,,,19,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Average Performers
114036,GREENLEAF CENTER,2209 PINEVIEW DRIVE,VALDOSTA,GA,31602,LOWNDES,(229) 671-6601,Psychiatric,Proprietary,No,,,19,,,,,,19,,,,,,19,,,,,,19,,,19,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Average Performers
114037,RIDGEVIEW INSTITUTE MONROE,709 BREEDLOVE DRIVE,MONROE,GA,30655,WALTON,(678) 635-8730,Psychiatric,Proprietary,No,,,19,,,,,,19,,,,,,19,,,,,,19,,,19,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Average Performers
120001,THE QUEENS MEDICAL CENTER,1301 PUNCHBOWL ST,HONOLULU,HI,96813,HONOLULU,(808) 538-9011,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,,8,8,1,7,0,,8,8,3,3,2,,11,11,0,9,2,,15,15,,10,8,,0.93,31.583333333333,7.916666666667,4.166666666667,12.000000000000,7.500000000000,74,7,19,,,80,,4,,16,79,,5,,16,63,,17,,20,,14,,86,14,86,75,6,19,78,5,17,85,3,12,8,18,74,,,76,8,16,76,6,18,78,4,18,86,2,12,52,16,32,,,3,76,,21,,51,26,23,,14,86,8.7,-6.1,12.9,13.6,10.8,17.5,18.2,5.5,16.9,0.3435,Average Performers
120002,MAUI MEMORIAL MEDICAL CENTER,221 MAHALANI STREET,WAILUKU,HI,96793,MAUI,(808) 244-9056,Acute Care Hospitals,Government - State,No,Y,2,,8,7,0,5,2,,8,6,1,5,0,,11,9,1,6,2,,15,15,,10,9,,0.86,35.791666666667,3.125000000000,6.666666666667,6.000000000000,20.000000000000,69,11,20,,,76,,5,,19,75,,7,,18,59,,21,,20,,15,,85,14,86,71,8,21,74,8,18,81,5,14,11,28,61,,,72,10,18,72,6,22,74,6,20,83,4,13,47,15,38,,,8,63,,29,,45,33,22,,15,85,22.2,-19.4,17.2,13.8,,17.3,18.7,,15,0.8486,Average Performers
120005,HILO BENIOFF MEDICAL CENTER,1190 WAIANUENUE AVENUE,HILO,HI,96720,HAWAII,(808) 932-3000,Acute Care Hospitals,Government - State,Yes,Y,3,,8,7,0,7,0,,8,6,2,4,0,,11,9,0,6,3,,15,15,,10,9,,0.89,43.458333333333,6.875000000000,14.583333333333,4.500000000000,17.500000000000,74,6,20,,,79,,3,,18,78,,6,,16,58,,22,,20,,15,,85,17,83,73,8,19,76,6,18,84,4,12,11,25,64,,,71,11,18,74,4,22,77,3,20,85,3,12,36,25,39,,,5,64,,31,,46,34,20,,12,88,53.6,35.9,15.8,14.5,,18.6,19.6,,14.4,1.4549,Low Value
120006,ADVENTIST HEALTH CASTLE,640 ULUKAHIKI ST,KAILUA,HI,96734,HONOLULU,(808) 263-5015,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,4,,8,7,0,7,0,,8,7,1,6,0,,11,10,1,8,1,,15,15,,10,9,,0.91,52.083333333333,3.000000000000,20.833333333333,15.750000000000,12.500000000000,81,4,15,,,85,,2,,13,81,,4,,15,66,,14,,20,,10,,90,12,88,76,5,19,81,4,15,88,2,10,4,16,80,,,78,5,17,80,3,17,82,2,16,92,2,6,60,8,32,,,3,77,,20,,53,23,24,,7,93,-31.5,30.6,2.3,12.4,,19,19.7,4.7,15.9,1.8025,High Value
120007,KUAKINI MEDICAL CENTER,347 NORTH KUAKINI STREET,HONOLULU,HI,96817,HONOLULU,(808) 536-2236,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,4,,8,5,1,4,0,,8,7,1,6,0,,11,8,1,6,1,,15,15,,10,7,,0.94,36.000000000000,8.750000000000,17.500000000000,4.750000000000,5.000000000000,76,7,17,,,75,,7,,18,78,,6,,16,56,,24,,20,,18,,82,19,81,76,8,16,77,6,17,82,5,13,13,27,60,,,70,10,20,74,8,18,73,7,20,80,5,15,45,21,34,,,10,57,,33,,41,38,21,,17,83,,21.2,-14.7,13.7,,,19.9,3.7,14.7,0.8666,Average Performers
